ArrestID,ArrestDatetime,ArrestType,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,SubjectRace,SubjectGender,SubjectAge
-119660,12/20/2019,Summoned/Warrant Request,White,Male,28,35A  ,63-2.402.B.1,POSSESSION OF CDS,Black,Female,25
-119660,12/20/2019,Summoned/Warrant Request,White,Male,28,90E  ,37-8,PUBLIC INTOXICATION,Black,Female,25
-119608,12/20/2019,On-View,White,Male,38,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,41
-119608,12/20/2019,On-View,White,Male,38,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,41
-119608,12/20/2019,On-View,White,Male,38,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,41
-119622,12/20/2019,On-View,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,15
-119606,12/20/2019,Summoned/Warrant Request,White,Male,31,90Z  ,21-540,OBSTRUCTING OFFICER,White,Male,33
-119606,12/20/2019,Summoned/Warrant Request,White,Male,31,520,21-1283.A,POSSESS FIREARM AFTER CONVICTION OF FELONY (AFC),White,Male,33
-119613,12/20/2019,On-View,White,Male,52,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,13
-119612,12/20/2019,On-View,White,Male,36,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,14
-119611,12/20/2019,On-View,White,Male,33,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),White,Male,56
-119619,12/19/2019,Summoned/Warrant Request,White,Male,52,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,White,Female,24
-119619,12/19/2019,Summoned/Warrant Request,White,Male,52,35A  ,M15-408,POSS/MARIJ,White,Female,24
-119651,12/19/2019,On-View,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Unknown,Male,21
-119617,12/19/2019,On-View,White,Male,30,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,50
-119615,12/19/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,23
-119620,12/19/2019,On-View,Black,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Other,Female,11
-119610,12/19/2019,On-View,White,Male,50,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,30
-119726,12/19/2019,On-View,White,Male,40,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,14
-119604,12/19/2019,Summoned/Warrant Request,,,,84E  ,M10-601,ADOPTION OF THE 2003 INTERNATIONAL PROPERTY MAINTENANCE CODE,White,Female,50
-119889,12/19/2019,Summoned/Warrant Request,White,Male,44,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,Other,Female,17
-119889,12/19/2019,Summoned/Warrant Request,White,Male,44,35A  ,63-2.402.B.1,POSSESSION OF CDS,Other,Female,17
-119889,12/19/2019,Summoned/Warrant Request,White,Male,44,87F  ,47-6.101,NO VALID DRIVER'S LICENSE,Other,Female,17
-119889,12/19/2019,Summoned/Warrant Request,White,Male,44,87F  ,47-11.705,UNLAWFUL PASSING SCHOOL BUS,Other,Female,17
-119601,12/19/2019,Warrant/Taken into Custody,White,Male,38,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Black,Male,22
-119605,12/19/2019,On-View,,,,90Z  ,M15-503,DIST THE PEACE,White,Male,45
-119650,12/18/2019,On-View,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,22
-119589,12/18/2019,On-View,White,Male,38,90Z  ,47-7.606,FAILURE TO MAINTAIN SECURITY / INSURANCE,White,Male,33
-119589,12/18/2019,On-View,White,Male,38,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Male,33
-119589,12/18/2019,On-View,White,Male,38,250,47-1151.2,ALTERING LICENSE PLATE/DECAL,White,Male,33
-119589,12/18/2019,On-View,White,Male,38,87F  ,47-11.604,FAILURE TO SIGNAL ON TURNING,White,Male,33
-119589,12/18/2019,On-View,White,Male,38,520,21-1283.A,POSSESS FIREARM AFTER CONVICTION OF FELONY (AFC),White,Male,33
-119590,12/18/2019,On-View,White,Male,38,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,40
-119590,12/18/2019,On-View,White,Male,38,35A  ,63-2.401.B,POSSESSION OF CDS W/INTENT,White,Male,40
-119590,12/18/2019,On-View,White,Male,38,87F  ,47-6.305,PERMITTING UNAUTHORIZED PERSON TO OPERATE MTR VEH,White,Male,40
-119590,12/18/2019,On-View,White,Male,38,520,21-1287,POSSESS FIREARMS / WEAPON WHILE COMMITING FELONY,White,Male,40
-119598,12/18/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,36
-119616,12/18/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,34
-119597,12/18/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,48
-119599,12/18/2019,On-View,White,Male,49,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,20
-119600,12/18/2019,On-View,White,Male,49,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,American Indian or Alaskan Native,Female,29
-119592,12/18/2019,On-View,,,,88C  ,OWARR,WARRANT-OTHER,Black,Male,29
-119592,12/18/2019,On-View,,,,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,Black,Male,29
-119592,12/18/2019,On-View,,,,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,Black,Male,29
-119592,12/18/2019,On-View,,,,86R  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),Black,Male,29
-119592,12/18/2019,On-View,,,,520,21-1272,CARRYING WEAPONS,Black,Male,29
-119593,12/18/2019,Warrant/Taken into Custody,,,,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,29
-119596,12/18/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,51
-119725,12/18/2019,Summoned/Warrant Request,White,Male,46,35A  ,63-2.402.C.,POSSESSION OF MARIJUANA WITHIN 1000FT PARK/SCHOOL/MINOR UNDER 12,Black,Male,13
-119609,12/18/2019,On-View,White,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,23
-119591,12/18/2019,Warrant/Taken into Custody,White,Male,35,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,48
-119591,12/18/2019,Warrant/Taken into Custody,White,Male,35,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,48
-119595,12/18/2019,On-View,White,Male,35,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,48
-119614,12/18/2019,On-View,,,,290,M15-602,MOLESTING PROP,White,Male,38
-119581,12/18/2019,On-View,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,25
-119575,12/18/2019,On-View,White,Male,26,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,36
-119576,12/17/2019,On-View,White,Male,38,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Male,23
-119576,12/17/2019,On-View,White,Male,38,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,23
-119579,12/17/2019,On-View,White,Male,35,520,21-1283.A,POSSESS FIREARM AFTER CONVICTION OF FELONY (AFC),Black,Male,34
-119582,12/17/2019,On-View,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,22
-119578,12/17/2019,On-View,White,Male,30,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,30
-119578,12/17/2019,On-View,White,Male,30,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,30
-119578,12/17/2019,On-View,White,Male,30,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,30
-119588,12/17/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),Black,Female,20
-119577,12/17/2019,On-View,,,,35A  ,63-2.402.B.1,POSSESSION OF CDS,Unknown,Male,35
-119577,12/17/2019,On-View,,,,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,Unknown,Male,35
-119587,12/17/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,40
-119583,12/17/2019,On-View,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,25
-119580,12/17/2019,Warrant/Taken into Custody,White,Male,39,90Z  ,21-1713,RECIEVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (ALL OTHER OFFENSES),Black,Male,27
-119580,12/17/2019,Warrant/Taken into Custody,White,Male,39,88C  ,OWARR,WARRANT-OTHER,Black,Male,27
-119580,12/17/2019,Warrant/Taken into Custody,White,Male,39,88A  ,CWARR,WARRANT-CLEV COUNTY,Black,Male,27
-119574,12/17/2019,On-View,White,Male,29,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,23
-119585,12/17/2019,On-View,White,Male,35,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Unknown,Male,21
-119586,12/17/2019,On-View,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,60
-119573,12/17/2019,On-View,White,Male,47,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,27
-119570,12/17/2019,On-View,White,Female,39,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Unknown,Female,15
-119762,12/17/2019,On-View,White,Male,39,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,22
-119630,12/17/2019,Warrant/Taken into Custody,White,Female,28,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,37
-119569,12/17/2019,On-View,Black,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,10
-119568,12/17/2019,On-View,White,Male,58,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,12
-119584,12/17/2019,On-View,White,Male,37,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,42
-119560,12/17/2019,On-View,White,Male,26,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Black,Male,50
-119559,12/17/2019,Warrant/Taken into Custody,White,Male,26,88C  ,OWARR,WARRANT-OTHER,Black,Male,24
-119567,12/16/2019,On-View,,,,90Z  ,M15-604,TAMP W/PUB UTIL,White,Male,19
-119561,12/16/2019,On-View,White,Male,29,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,17
-119571,12/16/2019,On-View,,,,90B  ,M15-410,TRUANCY,White,Male,16
-119563,12/16/2019,Warrant/Taken into Custody,White,Male,35,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,62
-119557,12/16/2019,On-View,Black,Male,31,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),White,Male,35
-119558,12/16/2019,On-View,Black,Male,31,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),White,Female,42
-119554,12/16/2019,Summoned/Warrant Request,White,Male,37,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),Black,Female,37
-119553,12/16/2019,Summoned/Warrant Request,White,Male,33,13B  ,21-644.F,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD,White,Male,46
-119556,12/16/2019,On-View,White,Male,26,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,36
-119556,12/16/2019,On-View,White,Male,26,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),White,Male,36
-119566,12/16/2019,On-View,White,Male,33,35A  ,M15-408,POSS/MARIJ,White,Female,23
-119565,12/15/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,9
-119562,12/15/2019,Warrant/Taken into Custody,White,Male,30,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,36
-119528,12/15/2019,On-View,White,Male,,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),Other,Male,55
-119528,12/15/2019,On-View,White,Male,,90Z  ,47-10.103,LEAVING SCENE OF ACCIDENT INVOLVING DAMAGE,Other,Male,55
-119528,12/15/2019,On-View,White,Male,,90G  ,37-537.A7,TRANSPORTING OPEN BOTTLE OR CONTAINER - LIQUOR,Other,Male,55
-119530,12/15/2019,Warrant/Taken into Custody,Native Hawaiian or Other Pacific Islander,Male,34,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,30
-119544,12/15/2019,On-View,White,Male,30,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,48
-119544,12/15/2019,On-View,White,Male,30,90Z  ,M3-311,NUISANCE OF ANIMAL,White,Male,48
-119534,12/15/2019,On-View,White,Male,39,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Asian,Female,58
-119529,12/15/2019,Warrant/Taken into Custody,White,Male,,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,30
-119539,12/15/2019,Warrant/Taken into Custody,White,Male,27,88A  ,CWARR,WARRANT-CLEV COUNTY,Black,Male,24
-119555,12/15/2019,On-View,White,Male,30,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,White,Female,46
-119555,12/15/2019,On-View,White,Male,30,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Female,46
-119555,12/15/2019,On-View,White,Male,30,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,46
-119531,12/15/2019,Warrant/Taken into Custody,White,Male,30,88C  ,OWARR,WARRANT-OTHER,White,Female,35
-119537,12/15/2019,Warrant/Taken into Custody,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,40
-119538,12/15/2019,Warrant/Taken into Custody,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,48
-119542,12/15/2019,On-View,White,Male,32,90Z  ,M15-405,CONSUMING/HARM SUB,White,Female,23
-119525,12/15/2019,On-View,White,Male,33,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,Black,Male,33
-119543,12/15/2019,On-View,White,Male,30,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,30
-119541,12/15/2019,On-View,White,Male,26,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,36
-119607,12/14/2019,Summoned/Warrant Request,White,Female,29,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),White,Female,25
-119524,12/14/2019,On-View,White,Male,30,87F  ,47-7.602,FAILURE TO CARRY SECURITY VERIFICATION / NO INSURA,American Indian or Alaskan Native,Male,30
-119524,12/14/2019,On-View,White,Male,30,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,American Indian or Alaskan Native,Male,30
-119514,12/14/2019,Warrant/Taken into Custody,White,Male,33,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,42
-119514,12/14/2019,Warrant/Taken into Custody,White,Male,33,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,42
-119509,12/14/2019,On-View,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Black,Male,13
-119504,12/14/2019,On-View,White,Male,30,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,37
-119506,12/14/2019,On-View,Asian,Male,29,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),White,Male,33
-119506,12/14/2019,On-View,Asian,Male,29,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,33
-119506,12/14/2019,On-View,Asian,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,33
-119506,12/14/2019,On-View,Asian,Male,29,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,33
-119506,12/14/2019,On-View,Asian,Male,29,90Z  ,21-540,OBSTRUCTING OFFICER,White,Male,33
-119508,12/14/2019,On-View,White,Male,32,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,29
-119508,12/14/2019,On-View,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,29
-119508,12/14/2019,On-View,White,Male,32,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Male,29
-119508,12/14/2019,On-View,White,Male,32,90Z  ,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",White,Male,29
-119527,12/14/2019,On-View,,,,290,M15-602,MOLESTING PROP,White,Male,25
-119507,12/14/2019,On-View,White,Female,29,90E  ,37-8,PUBLIC INTOXICATION,White,Female,57
-119533,12/14/2019,On-View,White,Male,27,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,13
-119523,12/14/2019,On-View,White,Male,28,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,49
-119526,12/14/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,34
-119532,12/14/2019,Summoned/Warrant Request,White,Male,39,90J  ,M15-605,TRESPASSING,White,Male,25
-119510,12/14/2019,On-View,White,Male,36,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Female,27
-119515,12/14/2019,On-View,White,Male,31,90E  ,37-8,PUBLIC INTOXICATION,White,Male,21
-119502,12/14/2019,On-View,White,Male,26,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,58
-119511,12/14/2019,On-View,White,Male,,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,25
-119511,12/14/2019,On-View,White,Male,,520,21-1289.9,CARRYING FIREARMS WHILE UNDER THE INFLUENCE,White,Male,25
-119519,12/14/2019,On-View,White,Male,51,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,21
-119517,12/13/2019,On-View,White,Male,33,13A  ,21-644.D,DOMESTIC ABUSE WITH DANGEROUS WEAPON,White,Male,36
-119516,12/13/2019,On-View,White,Male,31,13A  ,21-650.9,PRISONER PLACING BODY FLUID ON GOVERNMENT EMPLOYE (AGGRAVATED ASSAULT),White,Male,25
-119516,12/13/2019,On-View,White,Male,31,13A  ,21-650.5,AGGRAVATED A&B ON EMERGENCY MEDICAL TECHNICIAN,White,Male,25
-119516,12/13/2019,On-View,White,Male,31,13A  ,21-650,AGGRAVATED  A& B ON POLICE OFFICER (AGGRAVATED ASSAULT),White,Male,25
-119500,12/13/2019,On-View,Native Hawaiian or Other Pacific Islander,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,15
-119520,12/13/2019,On-View,White,Male,39,90Z  ,M15-702,INTER W/OFF PROC,White,Female,33
-119618,12/13/2019,Warrant/Taken into Custody,Black,Male,32,90Z  ,M15-709,UNLAWFUL USE/DL,White,Male,19
-119499,12/13/2019,On-View,White,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,44
-119603,12/13/2019,On-View,,,,290,M15-602,MOLESTING PROP,White,Female,30
-119602,12/13/2019,On-View,Black,Male,35,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,14
-119503,12/13/2019,On-View,White,Male,46,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,13
-119518,12/13/2019,On-View,,,,90J  ,M15-605,TRESPASSING,Black,Female,37
-119512,12/13/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),White,Male,49
-119540,12/13/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Male,23
-119572,12/13/2019,On-View,,,,90Z  ,M3-303,ANIMALS THAT ARE NUISANCES,White,Male,48
-119490,12/13/2019,Warrant/Taken into Custody,White,Male,33,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,55
-119490,12/13/2019,Warrant/Taken into Custody,White,Male,33,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,55
-119491,12/13/2019,On-View,White,Male,35,90Z  ,68-450.8,POSSESSION OF CDS WITH NO TAX STAMP,White,Female,35
-119491,12/13/2019,On-View,White,Male,35,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Female,35
-119491,12/13/2019,On-View,White,Male,35,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Female,35
-119495,12/13/2019,On-View,White,Male,38,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,30
-119495,12/13/2019,On-View,White,Male,38,90Z  ,47-7.606,FAILURE TO MAINTAIN SECURITY / INSURANCE,White,Male,30
-119495,12/13/2019,On-View,White,Male,38,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Male,30
-119496,12/13/2019,Warrant/Taken into Custody,White,Male,38,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,37
-119496,12/13/2019,Warrant/Taken into Custody,White,Male,38,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Female,37
-119496,12/13/2019,Warrant/Taken into Custody,White,Male,38,87F  ,47-6.305,PERMITTING UNAUTHORIZED PERSON TO OPERATE MTR VEH,White,Female,37
-119488,12/13/2019,Warrant/Taken into Custody,Black,Male,30,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,28
-119545,12/13/2019,On-View,Black,Male,30,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,28
-119486,12/12/2019,Summoned/Warrant Request,White,Male,31,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,48
-119494,12/12/2019,Warrant/Taken into Custody,White,Male,31,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,48
-119492,12/12/2019,Summoned/Warrant Request,White,Male,38,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Black,Male,65
-119505,12/12/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Male,28
-119505,12/12/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,28
-119498,12/12/2019,On-View,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,27
-119489,12/12/2019,On-View,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,42
-119487,12/12/2019,Warrant/Taken into Custody,Black,Male,30,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,42
-119546,12/12/2019,On-View,White,Male,31,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,Unknown,Female,46
-119501,12/12/2019,On-View,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,34
-119547,12/12/2019,On-View,,,,90Z  ,M15-702,INTER W/OFF PROC,American Indian or Alaskan Native,Male,61
-119547,12/12/2019,On-View,,,,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,American Indian or Alaskan Native,Male,61
-119549,12/12/2019,On-View,,,,90Z  ,M15-503,DIST THE PEACE,Unknown,Male,15
-119535,12/12/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),Black,Male,49
-119536,12/12/2019,Summoned/Warrant Request,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),Black,Female,36
-119513,12/12/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,29
-119513,12/12/2019,On-View,,,,35A  ,M15-408,POSS/MARIJ,White,Male,29
-119550,12/12/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,27
-119564,12/12/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),White,Male,13
-119484,12/12/2019,Warrant/Taken into Custody,White,Male,40,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Unknown,Male,17
-119484,12/12/2019,Warrant/Taken into Custody,White,Male,40,90Z  ,M15-702,INTER W/OFF PROC,Unknown,Male,17
-119810,12/12/2019,Summoned/Warrant Request,White,Male,50,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,58
-119551,12/12/2019,On-View,White,Female,39,90B  ,M15-410,TRUANCY,White,Male,17
-119548,12/12/2019,On-View,,,,90Z  ,M15-503,DIST THE PEACE,Unknown,Female,15
-119473,12/12/2019,On-View,White,Male,51,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),White,Female,21
-119474,12/12/2019,On-View,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Unknown,Male,29
-119485,12/12/2019,Summoned/Warrant Request,,,,13C  ,M15-501,ASSAULT & BATTERY (INTIMIDATION),White,Male,57
-119471,12/11/2019,On-View,White,Male,35,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,50
-119470,12/11/2019,On-View,Black,Male,30,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,25
-119470,12/11/2019,On-View,Black,Male,30,90E  ,37-8,PUBLIC INTOXICATION,White,Male,25
-119470,12/11/2019,On-View,Black,Male,30,90Z  ,21-540,OBSTRUCTING OFFICER,White,Male,25
-119552,12/11/2019,Summoned/Warrant Request,,,,90J  ,M15-605,TRESPASSING,White,Male,25
-119472,12/11/2019,On-View,White,Male,50,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,16
-119477,12/11/2019,On-View,White,Male,32,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,18
-119477,12/11/2019,On-View,White,Male,32,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Female,18
-119478,12/11/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Female,38
-119478,12/11/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,38
-119479,12/11/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Female,19
-119479,12/11/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,19
